"Isolation","Trait","Observed","Expected","Percent","Count","Pvalue","Sig","TraitDiff","Direction","AbsDiff"
"Pine","Growth at 25°C",38,37.9761,1,9764,0.9764,0,0.0238999999999976,"Random",0.0238999999999976
"Pine","Growth at 30°C",35,35.4229,0.5292,8405,0.8405,0,-0.422899999999998,"Random",0.422899999999998
"Pine","Growth at 37°C",19,19.6134,0.4839,7017,0.7017,0,-0.613399999999999,"Random",0.613399999999999
"Flower","Glucose_F",74,69.9688,0.9813,548,0.0548,0,4.0312,"Random",4.0312
"Flower","Galactose_F",15,18.4603,0.1129,9529,0.9529,0,-3.4603,"Random",3.4603
"Flower","Sucrose_F",17,18.2174,0.3869,7616,0.7616,0,-1.2174,"Random",1.2174
"Flower","Maltose_F",13,13.4137,0.5291,6668,0.6668,0,-0.4137,"Random",0.4137
"Flower","Lactose_F",0,0.2735,0.7549,10000,1,0,-0.2735,"Random",0.2735
"Flower","Raffinose_F",8,8.9868,0.4233,7544,0.7544,0,-0.986800000000001,"Random",0.986800000000001
"Flower","Trehalose_F",25,24.9794,0.5841,5687,0.5687,0,0.0206000000000017,"Random",0.0206000000000017
"Flower","Inulin",6,6.8252,0.4385,7934,0.7934,0,-0.8252,"Random",0.8252
"Flower","Sucrose",65,60.3123,0.9875,403,0.0403,1,4.6877,"Positive",4.6877
"Flower","Raffinose",18,19.1068,0.4074,7385,0.7385,0,-1.1068,"Random",1.1068
"Flower","Melibiose",3,4.6828,0.2327,9351,0.9351,0,-1.6828,"Random",1.6828
"Flower","Galactose",72,66.6553,0.9959,166,0.0166,1,5.3447,"Positive",5.3447
"Flower","Lactose",4,5.4136,0.2926,9047,0.9047,0,-1.4136,"Random",1.4136
"Flower","Trehalose",52,53.8312,0.2853,8488,0.8488,0,-1.8312,"Random",1.8312
"Flower","Maltose",62,58.031,0.9689,752,0.0752,0,3.969,"Random",3.969
"Flower","Melezitose",54,49.2577,0.9756,572,0.0572,0,4.7423,"Random",4.7423
"Flower","Methyl-?-D-glucoside",39,38.8956,0.5978,5671,0.5671,0,0.104399999999998,"Random",0.104399999999998
"Flower","Soluble Starch",7,9.2179,0.189,9253,0.9253,0,-2.2179,"Random",2.2179
"Flower","Cellobiose",56,54.677,0.7524,3840,0.384,0,1.323,"Random",1.323
"Flower","Salicin",57,55.3195,0.7946,3292,0.3292,0,1.6805,"Random",1.6805
"Flower","L-Sorbose",73,63.6401,1,1,1e-04,1,9.3599,"Positive",9.3599
"Flower","L-Rhamnose",252,243.1121,0.9965,189,0.0189,1,8.8879,"Negative",8.8879
"Flower","D-Xylose",58,57.8366,0.6169,5665,0.5665,0,0.163400000000003,"Random",0.163400000000003
"Flower","L-Arabinose",334,324.1571,0.991,244,0.0244,1,9.84289999999999,"Negative",9.84289999999999
"Flower","D-Arabinose",15,17.2452,0.2283,8865,0.8865,0,-2.2452,"Random",2.2452
"Flower","D-Ribose",33,33.0377,0.572,5783,0.5783,0,-0.037700000000001,"Random",0.037700000000001
"Flower","Methanol",1,2.9522,0.1571,9753,0.9753,0,-1.9522,"Random",1.9522
"Flower","Ethanol",66,67.0187,0.386,7964,0.7964,0,-1.0187,"Random",1.0187
"Flower","Glycerol",69,69.9781,0.3787,8022,0.8022,0,-0.978099999999998,"Random",0.978099999999998
"Flower","Erythritol",294,283.2453,0.9984,100,0.01,1,10.7547,"Negative",10.7547
"Flower","Ribitol",54,53.2757,0.6882,4671,0.4671,0,0.724299999999999,"Random",0.724299999999999
"Flower","Galactitol",5,5.9048,0.4126,8272,0.8272,0,-0.9048,"Random",0.9048
"Flower","D-Mannitol",71,69.9967,0.8064,4060,0.406,0,1.0033,"Random",1.0033
"Flower","D-Glucitol",73,71.1651,0.9209,2272,0.2272,0,1.8349,"Random",1.8349
"Flower","myo-Inositol",0,1.8883,0.1409,10000,1,0,-1.8883,"Random",1.8883
"Flower","DL-Lactate",405,392.6824,0.9845,246,0.0246,1,12.3176,"Negative",12.3176
"Flower","Succinate",66,66.1032,0.5709,6300,0.63,0,-0.103200000000001,"Random",0.103200000000001
"Flower","Citrate",53,51.991,0.7131,4246,0.4246,0,1.009,"Random",1.009
"Flower","D-Gluconate",56,53.6581,0.8595,2470,0.247,0,2.3419,"Random",2.3419
"Flower","D-Glucosamine",36,34.5949,0.7768,3650,0.365,0,1.4051,"Random",1.4051
"Flower","Nitrate",9,8.6557,0.662,5160,0.516,0,0.3443,"Random",0.3443
"Flower","Vitamin-free",8,9.5907,0.3059,8478,0.8478,0,-1.5907,"Random",1.5907
"Flower","2-Keto-D-gluconate",57,50.9537,0.9932,206,0.0206,1,6.0463,"Positive",6.0463
"Flower","Starch formation",1,1.3169,0.6362,8444,0.8444,0,-0.3169,"Random",0.3169
"Flower","Growth at 19°C",81,80.9499,1,9504,0.9504,0,0.0501000000000005,"Random",0.0501000000000005
"Flower","Growth at 25°C",81,80.9443,1,9455,0.9455,0,0.0557000000000016,"Random",0.0557000000000016
"Flower","Growth at 30°C",76,76.8158,0.4048,8232,0.8232,0,-0.815799999999996,"Random",0.815799999999996
"Flower","Growth at 37°C",30,32.2487,0.2921,8143,0.8143,0,-2.2487,"Random",2.2487
"Cactus","Glucose_F",29,29.5695,0.4836,7053,0.7053,0,-0.569500000000001,"Random",0.569500000000001
"Cactus","Galactose_F",11,11.7364,0.4612,7605,0.7605,0,-0.7364,"Random",0.7364
"Cactus","Sucrose_F",11,10.8807,0.6483,5852,0.5852,0,0.119300000000001,"Random",0.119300000000001
"Cactus","Maltose_F",8,8.1909,0.6003,6745,0.6745,0,-0.190899999999999,"Random",0.190899999999999
"Cactus","Lactose_F",1,0.7971,0.9198,7129,0.7129,0,0.2029,"Random",0.2029
"Cactus","Raffinose_F",5,5.0207,0.64,6151,0.6151,0,-0.0206999999999997,"Random",0.0206999999999997
"Cactus","Trehalose_F",11,11.493,0.5121,7298,0.7298,0,-0.493,"Random",0.493
"Cactus","Inulin",3,3.2673,0.5982,7307,0.7307,0,-0.2673,"Random",0.2673
"Cactus","Sucrose",18,19.5785,0.2921,8679,0.8679,0,-1.5785,"Random",1.5785
"Cactus","Raffinose",8,8.7839,0.4476,7550,0.755,0,-0.783899999999999,"Random",0.783899999999999
"Cactus","Melibiose",1,2.1119,0.3252,9674,0.9674,0,-1.1119,"Random",1.1119
"Cactus","Galactose",27,26.8735,0.6249,5765,0.5765,0,0.1265,"Random",0.1265
"Cactus","Lactose",2,2.7201,0.4622,8748,0.8748,0,-0.7201,"Random",0.7201
"Cactus","Trehalose",18,20.9669,0.0956,9741,0.9741,0,-2.9669,"Random",2.9669
"Cactus","Maltose",16,18.0523,0.2081,9233,0.9233,0,-2.0523,"Random",2.0523
"Cactus","Melezitose",15,15.9718,0.3985,7923,0.7923,0,-0.9718,"Random",0.9718
"Cactus","Methyl-?-D-glucoside",14,15.4944,0.2822,8826,0.8826,0,-1.4944,"Random",1.4944
"Cactus","Soluble Starch",6,6.6478,0.4772,7854,0.7854,0,-0.6478,"Random",0.6478
"Cactus","Cellobiose",23,23.6261,0.4818,7003,0.7003,0,-0.626100000000001,"Random",0.626100000000001
"Cactus","Salicin",25,24.9738,0.6036,5896,0.5896,0,0.0261999999999993,"Random",0.0261999999999993
"Cactus","L-Sorbose",24,23.1685,0.7379,4371,0.4371,0,0.831499999999998,"Random",0.831499999999998
"Cactus","L-Rhamnose",8,7.9972,0.6361,6081,0.6081,0,0.00279999999999969,"Random",0.00279999999999969
"Cactus","D-Xylose",28,28.2422,0.5507,6524,0.6524,0,-0.2422,"Random",0.2422
"Cactus","L-Arabinose",10,11.031,0.3899,8065,0.8065,0,-1.031,"Random",1.031
"Cactus","D-Arabinose",13,12.4063,0.7383,4781,0.4781,0,0.5937,"Random",0.5937
"Cactus","D-Ribose",14,14.7248,0.4591,7520,0.752,0,-0.7248,"Random",0.7248
"Cactus","Methanol",2,2.3994,0.5703,7808,0.7808,0,-0.3994,"Random",0.3994
"Cactus","Ethanol",45,43.3362,0.9628,2096,0.2096,0,1.6638,"Random",1.6638
"Cactus","Glycerol",43,42.2249,0.8352,4388,0.4388,0,0.775100000000002,"Random",0.775100000000002
"Cactus","Erythritol",4,5.9385,0.1997,9345,0.9345,0,-1.9385,"Random",1.9385
"Cactus","Ribitol",22,22.6247,0.4818,7370,0.737,0,-0.624700000000001,"Random",0.624700000000001
"Cactus","Galactitol",3,3.6099,0.4965,8792,0.8792,0,-0.6099,"Random",0.6099
"Cactus","D-Mannitol",29,30.4293,0.2901,8815,0.8815,0,-1.4293,"Random",1.4293
"Cactus","D-Glucitol",26,27.8758,0.2148,9219,0.9219,0,-1.8758,"Random",1.8758
"Cactus","myo-Inositol",2,2.3946,0.5887,8117,0.8117,0,-0.3946,"Random",0.3946
"Cactus","DL-Lactate",32,26.244,0.991,239,0.0239,1,5.756,"Positive",5.756
"Cactus","Succinate",43,41.1795,0.9331,2119,0.2119,0,1.8205,"Random",1.8205
"Cactus","Citrate",30,28.1375,0.8741,2603,0.2603,0,1.8625,"Random",1.8625
"Cactus","D-Gluconate",21,21.6765,0.4636,7229,0.7229,0,-0.676500000000001,"Random",0.676500000000001
"Cactus","D-Glucosamine",18,16.626,0.8235,3328,0.3328,0,1.374,"Random",1.374
"Cactus","Nitrate",3,3.592,0.5007,7736,0.7736,0,-0.592,"Random",0.592
"Cactus","Vitamin-free",2,3.5681,0.2238,9588,0.9588,0,-1.5681,"Random",1.5681
"Cactus","2-Keto-D-gluconate",21,19.8296,0.7939,3713,0.3713,0,1.1704,"Random",1.1704
"Cactus","Starch formation",2,1.5851,0.8833,5336,0.5336,0,0.4149,"Random",0.4149
"Cactus","Growth at 19°C",47,46.9595,1,9605,0.9605,0,0.0405000000000015,"Random",0.0405000000000015
"Cactus","Growth at 25°C",47,46.9539,1,9546,0.9546,0,0.0461000000000027,"Random",0.0461000000000027
"Cactus","Growth at 30°C",47,45.8811,1,3189,0.3189,0,1.1189,"Random",1.1189
"Cactus","Growth at 37°C",40,30.6073,0.9999,2,2e-04,1,9.3927,"Positive",9.3927
"Ipomoea","Glucose_F",29,27.9264,0.8671,3645,0.3645,0,1.0736,"Random",1.0736
"Ipomoea","Galactose_F",4,6.0387,0.1697,9568,0.9568,0,-2.0387,"Random",2.0387
"Ipomoea","Sucrose_F",4,5.2305,0.332,8793,0.8793,0,-1.2305,"Random",1.2305
"Ipomoea","Maltose_F",3,3.6599,0.4791,8184,0.8184,0,-0.6599,"Random",0.6599
"Ipomoea","Lactose_F",0,0.1069,0.8974,10000,1,0,-0.1069,"Random",0.1069
"Ipomoea","Raffinose_F",1,2.0767,0.3598,9135,0.9135,0,-1.0767,"Random",1.0767
"Ipomoea","Trehalose_F",12,11.3852,0.7375,4741,0.4741,0,0.614800000000001,"Random",0.614800000000001
"Ipomoea","Inulin",3,2.9567,0.707,6495,0.6495,0,0.0432999999999999,"Random",0.0432999999999999
"Ipomoea","Sucrose",26,24.4935,0.9088,2663,0.2663,0,1.5065,"Random",1.5065
"Ipomoea","Raffinose",5,6.0608,0.3808,8266,0.8266,0,-1.0608,"Random",1.0608
"Ipomoea","Melibiose",1,1.5876,0.5148,8802,0.8802,0,-0.5876,"Random",0.5876
"Ipomoea","Galactose",33,30.1089,0.9991,480,0.048,1,2.8911,"Positive",2.8911
"Ipomoea","Lactose",0,0.8612,0.4142,10000,1,0,-0.8612,"Random",0.8612
"Ipomoea","Trehalose",25,24.914,0.6544,6257,0.6257,0,0.0859999999999985,"Random",0.0859999999999985
"Ipomoea","Maltose",25,23.7203,0.8732,3234,0.3234,0,1.2797,"Random",1.2797
"Ipomoea","Melezitose",23,21.0096,0.9294,1938,0.1938,0,1.9904,"Random",1.9904
"Ipomoea","Methyl-?-D-glucoside",16,16.0219,0.6133,6254,0.6254,0,-0.0218999999999987,"Random",0.0218999999999987
"Ipomoea","Soluble Starch",0,1.5852,0.1906,10000,1,0,-1.5852,"Random",1.5852
"Ipomoea","Cellobiose",24,23.3067,0.7741,4645,0.4645,0,0.693300000000001,"Random",0.693300000000001
"Ipomoea","Salicin",24,23.3145,0.7639,4615,0.4615,0,0.685500000000001,"Random",0.685500000000001
"Ipomoea","L-Sorbose",34,29.0721,1,36,0.0036,1,4.9279,"Positive",4.9279
"Ipomoea","L-Rhamnose",1,2.7408,0.1709,9851,0.9851,0,-1.7408,"Random",1.7408
"Ipomoea","D-Xylose",26,25.5742,0.7277,5305,0.5305,0,0.425799999999999,"Random",0.425799999999999
"Ipomoea","L-Arabinose",1,3.6374,0.0766,9908,0.9908,0,-2.6374,"Random",2.6374
"Ipomoea","D-Arabinose",4,5.3934,0.2846,9148,0.9148,0,-1.3934,"Random",1.3934
"Ipomoea","D-Ribose",9,10.2841,0.3348,8480,0.848,0,-1.2841,"Random",1.2841
"Ipomoea","Methanol",0,0.8926,0.3993,10000,1,0,-0.8926,"Random",0.8926
"Ipomoea","Ethanol",28,28.4629,0.509,7925,0.7925,0,-0.462900000000001,"Random",0.462900000000001
"Ipomoea","Glycerol",31,30.9623,0.6873,6969,0.6969,0,0.037700000000001,"Random",0.037700000000001
"Ipomoea","Erythritol",0,2.3106,0.0903,10000,1,0,-2.3106,"Random",2.3106
"Ipomoea","Ribitol",25,24.063,0.814,4046,0.4046,0,0.937000000000001,"Random",0.937000000000001
"Ipomoea","Galactitol",1,1.4626,0.5629,8606,0.8606,0,-0.4626,"Random",0.4626
"Ipomoea","D-Mannitol",34,32.7324,1,2746,0.2746,0,1.2676,"Random",1.2676
"Ipomoea","D-Glucitol",34,32.6095,1,2381,0.2381,0,1.3905,"Random",1.3905
"Ipomoea","myo-Inositol",0,0.7068,0.4809,10000,1,0,-0.7068,"Random",0.7068
"Ipomoea","DL-Lactate",390,382.847,0.9777,492,0.0492,1,7.15300000000002,"Negative",7.15300000000002
"Ipomoea","Succinate",32,31.0431,0.8941,3856,0.3856,0,0.956900000000001,"Random",0.956900000000001
"Ipomoea","Citrate",25,23.7708,0.8507,3398,0.3398,0,1.2292,"Random",1.2292
"Ipomoea","D-Gluconate",22,21.4905,0.7146,5050,0.505,0,0.509499999999999,"Random",0.509499999999999
"Ipomoea","D-Glucosamine",16,15.0078,0.8072,3909,0.3909,0,0.9922,"Random",0.9922
"Ipomoea","Nitrate",3,3.0059,0.6641,6324,0.6324,0,-0.00590000000000002,"Random",0.00590000000000002
"Ipomoea","Vitamin-free",0,1.5993,0.1908,10000,1,0,-1.5993,"Random",1.5993
"Ipomoea","2-Keto-D-gluconate",26,22.9397,0.9823,746,0.0746,0,3.0603,"Random",3.0603
"Ipomoea","Starch formation",0,0.2504,0.7757,10000,1,0,-0.2504,"Random",0.2504
"Ipomoea","Growth at 19°C",34,33.9788,1,9789,0.9789,0,0.0212000000000003,"Random",0.0212000000000003
"Ipomoea","Growth at 25°C",34,33.9795,1,9797,0.9797,0,0.0204999999999984,"Random",0.0204999999999984
"Ipomoea","Growth at 30°C",34,33.4609,1,5758,0.5758,0,0.539099999999998,"Random",0.539099999999998
"Ipomoea","Growth at 37°C",13,13.6393,0.4833,6986,0.6986,0,-0.6393,"Random",0.6393
"Oak","Glucose_F",44,44.2443,0.5314,6437,0.6437,0,-0.244300000000003,"Random",0.244300000000003
"Oak","Galactose_F",19,19.176,0.5636,6154,0.6154,0,-0.175999999999998,"Random",0.175999999999998
"Oak","Sucrose_F",16,15.5269,0.6743,4984,0.4984,0,0.473100000000001,"Random",0.473100000000001
"Oak","Maltose_F",12,12.2313,0.5678,6544,0.6544,0,-0.231299999999999,"Random",0.231299999999999
"Oak","Lactose_F",1,0.9492,0.8623,8003,0.8003,0,0.0508,"Random",0.0508
"Oak","Raffinose_F",12,10.6161,0.8294,3268,0.3268,0,1.3839,"Random",1.3839
"Oak","Trehalose_F",13,14.9533,0.2482,8799,0.8799,0,-1.9533,"Random",1.9533
"Oak","Inulin",6,6.3936,0.5455,7291,0.7291,0,-0.3936,"Random",0.3936
"Oak","Sucrose",32,32.6621,0.4735,6958,0.6958,0,-0.662100000000002,"Random",0.662100000000002
"Oak","Raffinose",18,17.3835,0.6938,4753,0.4753,0,0.616499999999998,"Random",0.616499999999998
"Oak","Melibiose",8,7.9812,0.6493,6232,0.6232,0,0.0187999999999997,"Random",0.0187999999999997
"Oak","Galactose",31,33.3286,0.2089,8966,0.8966,0,-2.3286,"Random",2.3286
"Oak","Lactose",9,8.591,0.7255,5199,0.5199,0,0.409000000000001,"Random",0.409000000000001
"Oak","Trehalose",41,40.9368,0.6112,5926,0.5926,0,0.0632000000000019,"Random",0.0632000000000019
"Oak","Maltose",29,30.2369,0.3639,8047,0.8047,0,-1.2369,"Random",1.2369
"Oak","Melezitose",27,26.912,0.6075,5752,0.5752,0,0.088000000000001,"Random",0.088000000000001
"Oak","Methyl-?-D-glucoside",27,27.2569,0.5492,6458,0.6458,0,-0.256900000000002,"Random",0.256900000000002
"Oak","Soluble Starch",11,11.4261,0.5348,6943,0.6943,0,-0.4261,"Random",0.4261
"Oak","Cellobiose",33,33.8598,0.426,7394,0.7394,0,-0.8598,"Random",0.8598
"Oak","Salicin",34,34.391,0.5163,6692,0.6692,0,-0.390999999999998,"Random",0.390999999999998
"Oak","L-Sorbose",34,33.0261,0.7261,4266,0.4266,0,0.9739,"Random",0.9739
"Oak","L-Rhamnose",15,14.3169,0.7163,4590,0.459,0,0.6831,"Random",0.6831
"Oak","D-Xylose",38,38.3607,0.5261,6758,0.6758,0,-0.360700000000001,"Random",0.360700000000001
"Oak","L-Arabinose",18,18.9644,0.4133,7616,0.7616,0,-0.964400000000001,"Random",0.964400000000001
"Oak","D-Arabinose",20,19.008,0.7575,4101,0.4101,0,0.992000000000001,"Random",0.992000000000001
"Oak","D-Ribose",20,21.5287,0.3258,8194,0.8194,0,-1.5287,"Random",1.5287
"Oak","Methanol",8,6.4182,0.8874,2602,0.2602,0,1.5818,"Random",1.5818
"Oak","Ethanol",52,51.0758,0.8422,4042,0.4042,0,0.924199999999999,"Random",0.924199999999999
"Oak","Glycerol",52,51.4395,0.7926,5031,0.5031,0,0.560499999999998,"Random",0.560499999999998
"Oak","Erythritol",14,14.8883,0.4303,7435,0.7435,0,-0.888299999999999,"Random",0.888299999999999
"Oak","Ribitol",36,35.9401,0.6035,5846,0.5846,0,0.059899999999999,"Random",0.059899999999999
"Oak","Galactitol",3,4.1912,0.3223,9206,0.9206,0,-1.1912,"Random",1.1912
"Oak","D-Mannitol",47,46.6945,0.7008,5618,0.5618,0,0.305500000000002,"Random",0.305500000000002
"Oak","D-Glucitol",49,48.187,0.8026,4355,0.4355,0,0.813000000000002,"Random",0.813000000000002
"Oak","myo-Inositol",5,5.0319,0.6509,6398,0.6398,0,-0.0319000000000003,"Random",0.0319000000000003
"Oak","DL-Lactate",46,38.557,0.9992,44,0.0044,1,7.443,"Positive",7.443
"Oak","Succinate",51,49.8313,0.8462,3570,0.357,0,1.1687,"Random",1.1687
"Oak","Citrate",31,32.5947,0.3168,8199,0.8199,0,-1.5947,"Random",1.5947
"Oak","D-Gluconate",29,30.5452,0.3241,8191,0.8191,0,-1.5452,"Random",1.5452
"Oak","D-Glucosamine",19,20.2013,0.3733,7825,0.7825,0,-1.2013,"Random",1.2013
"Oak","Nitrate",10,9.4616,0.713,4891,0.4891,0,0.538399999999999,"Random",0.538399999999999
"Oak","Vitamin-free",11,9.9382,0.7907,3774,0.3774,0,1.0618,"Random",1.0618
"Oak","2-Keto-D-gluconate",22,23.6791,0.3029,8359,0.8359,0,-1.6791,"Random",1.6791
"Oak","Starch formation",1,1.2368,0.6853,8492,0.8492,0,-0.2368,"Random",0.2368
"Oak","Growth at 19°C",56,55.9636,1,9638,0.9638,0,0.0364000000000004,"Random",0.0364000000000004
"Oak","Growth at 25°C",56,55.9591,1,9599,0.9599,0,0.0409000000000006,"Random",0.0409000000000006
"Oak","Growth at 30°C",54,53.6076,0.7933,5750,0.575,0,0.392400000000002,"Random",0.392400000000002
"Oak","Growth at 37°C",25,25.2966,0.5292,6188,0.6188,0,-0.296600000000002,"Random",0.296600000000002
"Hibiscus","Glucose_F",12,11.8231,0.7434,6471,0.6471,0,0.1769,"Random",0.1769
"Hibiscus","Galactose_F",2,2.9025,0.3876,9152,0.9152,0,-0.9025,"Random",0.9025
"Hibiscus","Sucrose_F",3,3.1985,0.6303,7379,0.7379,0,-0.1985,"Random",0.1985
"Hibiscus","Maltose_F",2,2.0634,0.7069,7192,0.7192,0,-0.0634000000000001,"Random",0.0634000000000001
"Hibiscus","Lactose_F",0,0.0482,0.9531,10000,1,0,-0.0482,"Random",0.0482
"Hibiscus","Raffinose_F",2,1.9752,0.7289,6799,0.6799,0,0.0247999999999999,"Random",0.0247999999999999
"Hibiscus","Trehalose_F",4,4.054,0.6525,6644,0.6644,0,-0.0540000000000003,"Random",0.0540000000000003
"Hibiscus","Inulin",2,1.771,0.8263,6272,0.6272,0,0.229,"Random",0.229
"Hibiscus","Sucrose",12,11.199,0.9144,4247,0.4247,0,0.801,"Random",0.801
"Hibiscus","Raffinose",5,4.6677,0.7686,5574,0.5574,0,0.3323,"Random",0.3323
"Hibiscus","Melibiose",2,1.8368,0.8177,6689,0.6689,0,0.1632,"Random",0.1632
"Hibiscus","Galactose",14,12.8791,0.9766,3108,0.3108,0,1.1209,"Random",1.1209
"Hibiscus","Lactose",0,0.4286,0.648,10000,1,0,-0.4286,"Random",0.4286
"Hibiscus","Trehalose",11,11.0538,0.6881,7361,0.7361,0,-0.0538000000000007,"Random",0.0538000000000007
"Hibiscus","Maltose",12,11.1848,0.9261,4184,0.4184,0,0.815200000000001,"Random",0.815200000000001
"Hibiscus","Melezitose",9,8.483,0.7955,5050,0.505,0,0.516999999999999,"Random",0.516999999999999
"Hibiscus","Methyl-?-D-glucoside",9,8.5399,0.7987,5273,0.5273,0,0.460100000000001,"Random",0.460100000000001
"Hibiscus","Soluble Starch",1,1.2266,0.6554,7664,0.7664,0,-0.2266,"Random",0.2266
"Hibiscus","Cellobiose",8,8.6472,0.4589,8360,0.836,0,-0.6472,"Random",0.6472
"Hibiscus","Salicin",8,8.6393,0.4598,8376,0.8376,0,-0.6393,"Random",0.6393
"Hibiscus","L-Sorbose",14,12.1791,0.9909,1478,0.1478,0,1.8209,"Random",1.8209
"Hibiscus","L-Rhamnose",0,0.967,0.364,10000,1,0,-0.967,"Random",0.967
"Hibiscus","D-Xylose",12,11.8448,0.7272,6491,0.6491,0,0.155200000000001,"Random",0.155200000000001
"Hibiscus","L-Arabinose",2,2.8724,0.4013,9021,0.9021,0,-0.8724,"Random",0.8724
"Hibiscus","D-Arabinose",1,1.8774,0.3993,9262,0.9262,0,-0.8774,"Random",0.8774
"Hibiscus","D-Ribose",7,6.7956,0.7288,6094,0.6094,0,0.2044,"Random",0.2044
"Hibiscus","Methanol",0,0.4271,0.6504,10000,1,0,-0.4271,"Random",0.4271
"Hibiscus","Ethanol",12,12.5308,0.4851,8806,0.8806,0,-0.530799999999999,"Random",0.530799999999999
"Hibiscus","Glycerol",15,14.6081,1,6697,0.6697,0,0.3919,"Random",0.3919
"Hibiscus","Erythritol",0,1.1394,0.2993,10000,1,0,-1.1394,"Random",1.1394
"Hibiscus","Ribitol",11,10.7855,0.7325,6167,0.6167,0,0.214499999999999,"Random",0.214499999999999
"Hibiscus","Galactitol",2,1.7782,0.8295,6336,0.6336,0,0.2218,"Random",0.2218
"Hibiscus","D-Mannitol",13,12.8166,0.857,7191,0.7191,0,0.183400000000001,"Random",0.183400000000001
"Hibiscus","D-Glucitol",14,13.6076,0.9306,6293,0.6293,0,0.3924,"Random",0.3924
"Hibiscus","myo-Inositol",0,0.3534,0.6971,10000,1,0,-0.3534,"Random",0.3534
"Hibiscus","DL-Lactate",4,5.1819,0.3223,8918,0.8918,0,-1.1819,"Random",1.1819
"Hibiscus","Succinate",12,12.3287,0.5697,8179,0.8179,0,-0.3287,"Random",0.3287
"Hibiscus","Citrate",9,9.2792,0.5734,7435,0.7435,0,-0.279199999999999,"Random",0.279199999999999
"Hibiscus","D-Gluconate",9,9.0486,0.6404,6769,0.6769,0,-0.0486000000000004,"Random",0.0486000000000004
"Hibiscus","D-Glucosamine",6,5.9844,0.6763,6649,0.6649,0,0.0156000000000001,"Random",0.0156000000000001
"Hibiscus","Nitrate",2,1.7019,0.8055,5582,0.5582,0,0.2981,"Random",0.2981
"Hibiscus","Vitamin-free",3,2.6893,0.7994,5679,0.5679,0,0.3107,"Random",0.3107
"Hibiscus","2-Keto-D-gluconate",12,10.4854,0.9718,2152,0.2152,0,1.5146,"Random",1.5146
"Hibiscus","Starch formation",0,0.1178,0.8879,10000,1,0,-0.1178,"Random",0.1178
"Hibiscus","Growth at 19°C",15,14.9923,1,9923,0.9923,0,0.00769999999999982,"Random",0.00769999999999982
"Hibiscus","Growth at 25°C",15,14.9918,1,9918,0.9918,0,0.00820000000000043,"Random",0.00820000000000043
"Hibiscus","Growth at 30°C",15,14.7656,1,7882,0.7882,0,0.234400000000001,"Random",0.234400000000001
"Hibiscus","Growth at 37°C",6,6.2284,0.5819,6868,0.6868,0,-0.2284,"Random",0.2284
"Beetle","Glucose_F",122,121.2441,0.6655,4674,0.4674,0,0.755899999999997,"Random",0.755899999999997
"Beetle","Galactose_F",63,62.8144,0.5857,5329,0.5329,0,0.185600000000001,"Random",0.185600000000001
"Beetle","Sucrose_F",35,39.6208,0.1073,9397,0.9397,0,-4.6208,"Random",4.6208
"Beetle","Maltose_F",36,36.1127,0.5556,5793,0.5793,0,-0.112699999999997,"Random",0.112699999999997
"Beetle","Lactose_F",2,2.226,0.6672,8278,0.8278,0,-0.226,"Random",0.226
"Beetle","Raffinose_F",236,225.5867,0.9822,307,0.0307,1,10.4133,"Negative",10.4133
"Beetle","Trehalose_F",86,77.9911,0.9942,133,0.0133,1,8.0089,"Positive",8.0089
"Beetle","Inulin",7,10.491,0.0871,9688,0.9688,0,-3.491,"Random",3.491
"Beetle","Sucrose",112,109.3924,0.8296,2641,0.2641,0,2.60760000000001,"Random",2.60760000000001
"Beetle","Raffinose",313,296.0709,0.9959,59,0.0059,1,16.9291,"Negative",16.9291
"Beetle","Melibiose",14,16.2902,0.2192,8932,0.8932,0,-2.2902,"Random",2.2902
"Beetle","Galactose",120,117.6051,0.813,2827,0.2827,0,2.39490000000001,"Random",2.39490000000001
"Beetle","Lactose",15,16.9446,0.2732,8621,0.8621,0,-1.9446,"Random",1.9446
"Beetle","Trehalose",124,121.7399,0.8463,2627,0.2627,0,2.26009999999999,"Random",2.26009999999999
"Beetle","Maltose",113,109.3677,0.9088,1584,0.1584,0,3.6323,"Random",3.6323
"Beetle","Melezitose",98,93.3426,0.9389,1049,0.1049,0,4.6574,"Random",4.6574
"Beetle","Methyl-?-D-glucoside",95,92.2176,0.8471,2368,0.2368,0,2.7824,"Random",2.7824
"Beetle","Soluble Starch",29,30.8351,0.3181,7964,0.7964,0,-1.8351,"Random",1.8351
"Beetle","Cellobiose",115,111.5909,0.9009,1731,0.1731,0,3.4091,"Random",3.4091
"Beetle","Salicin",117,113.0302,0.9239,1343,0.1343,0,3.96980000000001,"Random",3.96980000000001
"Beetle","L-Sorbose",90,92.6592,0.2947,7853,0.7853,0,-2.6592,"Random",2.6592
"Beetle","L-Rhamnose",35,36.6562,0.3628,7558,0.7558,0,-1.6562,"Random",1.6562
"Beetle","D-Xylose",126,122.2538,0.934,1286,0.1286,0,3.7462,"Random",3.7462
"Beetle","L-Arabinose",49,52.467,0.185,8875,0.8875,0,-3.467,"Random",3.467
"Beetle","D-Arabinose",53,52.5303,0.6163,5022,0.5022,0,0.469700000000003,"Random",0.469700000000003
"Beetle","D-Ribose",83,79.9187,0.8484,2303,0.2303,0,3.0813,"Random",3.0813
